Version,Vector,BaseScore,ImpactSubscore,ExploitabilitySubscore,TemporalScore,EnvironmentalScore,Severity
3.0,CVSS:3.0/AV:P/AC:H/PR:H/UI:N/S:U/C:N/I:N/A:L/E:U/RL:O/RC:C,1.6,1.41,0.17,1.4,1.4,Low
3.0,CVSS:3.0/AV:P/AC:H/PR:H/UI:R/S:C/C:H/I:H/A:H,6.8,6.05,0.22,6.8,6.8,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:H/UI:R/S:C/C:H/I:H/A:L/E:U/RL:O/RC:C,6.7,5.97,0.22,5.8,5.8,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:H/UI:R/S:U/C:L/I:H/A:H/E:U/RL:O/RC:C,5.6,5.45,0.12,4.9,4.9,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:H/UI:R/S:U/C:L/I:N/A:N,1.6,1.41,0.12,1.6,1.6,Low
3.0,CVSS:3.0/AV:P/AC:H/PR:H/UI:R/S:U/C:N/I:H/A:N,3.8,3.6,0.12,3.8,3.8,Low
3.0,CVSS:3.0/AV:P/AC:H/PR:H/UI:R/S:U/C:N/I:N/A:L/E:U/RL:O/RC:C,1.6,1.41,0.12,1.4,1.4,Low
3.0,CVSS:3.0/AV:P/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H,7,6.05,0.42,7,7,High
3.0,CVSS:3.0/AV:P/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:L/E:U/RL:O/RC:C,7,5.97,0.42,6.1,6.1,High
3.0,CVSS:3.0/AV:P/AC:H/PR:L/UI:N/S:C/C:H/I:L/A:L/E:U/RL:O/RC:C,6.2,5.27,0.42,5.4,5.4,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:L/UI:N/S:C/C:H/I:N/A:N,4.8,3.99,0.42,4.8,4.8,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:L/UI:N/S:U/C:H/I:L/A:N/E:U/RL:O/RC:C,4.6,4.22,0.38,4,4,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:L/E:U/RL:O/RC:C,4.6,4.22,0.38,4,4,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,4,3.6,0.38,3.5,3.5,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:L/UI:R/S:C/C:H/I:L/A:H/E:U/RL:U/RC:R,6.8,5.97,0.3,6,6,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:L/UI:R/S:U/C:H/I:L/A:H,5.8,5.45,0.28,5.8,5.8,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:L/UI:R/S:U/C:H/I:N/A:N,3.9,3.6,0.28,3.9,3.9,Low
3.0,CVSS:3.0/AV:P/AC:H/PR:L/UI:R/S:U/C:L/I:L/A:N/E:U/RL:O/RC:C,2.8,2.51,0.28,2.5,2.5,Low
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H/E:U/RL:O/RC:C,7.1,6.05,0.52,6.2,6.2,High
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:L/E:P/RL:O/RC:C,7.1,5.97,0.52,6.4,6.4,High
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:N/E:U/RL:O/RC:C,6.8,5.76,0.52,5.9,5.9,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:C/C:H/I:L/A:H,7.1,5.97,0.52,7.1,7.1,High
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:C/C:H/I:N/A:N/E:U/RL:O/RC:C,4.9,3.99,0.52,4.3,4.3,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:C/C:N/I:L/A:H,5.7,4.72,0.52,5.7,5.7,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,6.4,5.87,0.52,6.4,6.4,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,6.4,5.87,0.52,5.6,5.6,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:U/RC:R,6.4,5.87,0.52,5.6,5.6,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,4.2,3.6,0.52,4.2,4.2,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,4.2,3.6,0.52,3.7,3.7,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:U/RC:R,4.2,3.6,0.52,3.7,3.7,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N/E:X/RL:U/RC:R,4.2,3.6,0.52,4.1,4.1,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,3.9,3.37,0.52,3.9,3.9,Low
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,3.1,2.51,0.52,3.1,3.1,Low
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,2,1.41,0.52,2,2,Low
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:L/E:U/RL:O/RC:C,4.8,4.22,0.52,4.2,4.2,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:H,4.8,4.22,0.52,4.8,4.8,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,4.2,3.6,0.52,4.2,4.2,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:R/S:C/C:H/I:H/A:L/E:U/RL:O/RC:C,6.9,5.97,0.38,6,6,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,6.3,5.87,0.38,6.3,6.3,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:L,5.9,5.45,0.38,5.9,5.9,Medium
3.0,CVSS:3.0/AV:P/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,4,3.6,0.38,3.5,3.5,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H/E:U/RL:O/RC:C,7.2,6.05,0.54,6.3,6.3,High
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:N/S:C/C:L/I:L/A:L/E:U/RL:O/RC:C,4.7,3.73,0.54,4.1,4.1,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,6.2,5.87,0.29,6.2,6.2,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H/E:H/RL:O/RC:C,6.2,5.87,0.29,5.9,5.9,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,6.2,5.87,0.29,5.4,5.4,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H/E:U/RL:U/RC:R,6.2,5.87,0.29,5.5,5.5,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,3.9,3.6,0.29,3.9,3.9,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:N/S:U/C:L/I:N/A:N,1.8,1.41,0.29,1.8,1.8,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:N/E:U/RL:O/RC:C,3.9,3.6,0.29,3.4,3.4,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:R/S:C/C:H/I:N/A:N,4.8,3.99,0.39,4.8,4.8,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H,6.1,5.87,0.21,6.1,6.1,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H/E:H/RL:O/RC:C,6.1,5.87,0.21,5.8,5.8,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,6.1,5.87,0.21,5.3,5.3,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H/E:U/RL:U/RC:R,6.1,5.87,0.21,5.4,5.4,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:L,5.7,5.45,0.21,5.7,5.7,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:R/S:U/C:H/I:L/A:N,4.5,4.22,0.21,4.5,4.5,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:R/S:U/C:H/I:N/A:N,3.9,3.6,0.21,3.9,3.9,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:R/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,3.9,3.6,0.21,3.4,3.4,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:R/S:U/C:L/I:H/A:H,5.7,5.45,0.21,5.7,5.7,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:R/S:U/C:L/I:L/A:L,3.6,3.37,0.21,3.6,3.6,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:R/S:U/C:N/I:H/A:H,5.4,5.18,0.21,5.4,5.4,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:R/S:U/C:N/I:H/A:H/E:U/RL:O/RC:C,5.4,5.18,0.21,4.7,4.7,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:R/S:U/C:N/I:L/A:H,4.5,4.22,0.21,4.5,4.5,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:H/UI:R/S:U/C:N/I:L/A:L,2.8,2.51,0.21,2.8,2.8,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,7.4,6.05,0.73,7.4,7.4,High
3.0,CVSS:3.0/AV:P/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,6.6,5.87,0.67,6.6,6.6,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,6.6,5.87,0.67,5.8,5.8,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:N,4.9,4.22,0.67,4.9,4.9,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,4.3,3.6,0.67,4.3,4.3,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,4.3,3.6,0.67,3.8,3.8,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,2.1,1.41,0.67,2.1,2.1,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N/E:U/RL:O/RC:C,2.1,1.41,0.67,1.9,1.9,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:L/E:U/RL:O/RC:C,4.9,4.22,0.67,4.3,4.3,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N/E:U/RL:O/RC:C,4.3,3.6,0.67,3.8,3.8,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H,7.2,6.05,0.53,7.2,7.2,High
3.0,CVSS:3.0/AV:P/AC:L/PR:L/UI:R/S:C/C:H/I:L/A:H,7.1,5.97,0.53,7.1,7.1,High
3.0,CVSS:3.0/AV:P/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,3.6,2.73,0.53,3.6,3.6,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:L/UI:R/S:U/C:H/I:L/A:L,5.2,4.7,0.49,5.2,5.2,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:L/E:U/RL:O/RC:C,3.9,3.37,0.49,3.4,3.4,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:L/UI:R/S:U/C:L/I:N/A:N,1.9,1.41,0.49,1.9,1.9,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,7.6,6.05,0.91,7.6,7.6,High
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H/E:U/RL:O/RC:C,7.6,6.05,0.91,6.6,6.6,High
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H/E:U/RL:U/RC:R,7.6,6.05,0.91,6.7,6.7,High
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N/E:U/RL:O/RC:C,7.3,5.76,0.91,6.4,6.4,High
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N/E:U/RL:O/RC:C,5.3,3.99,0.91,4.6,4.6,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:L/E:U/RL:O/RC:C,5.1,3.73,0.91,4.5,4.5,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:N/E:U/RL:O/RC:C,4,2.73,0.91,3.5,3.5,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N/E:U/RL:O/RC:C,2.6,1.44,0.91,2.3,2.3,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:C/C:N/I:L/A:H,6.1,4.72,0.91,6.1,6.1,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,6.8,5.87,0.91,6.8,6.8,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,6.8,5.87,0.91,5.9,5.9,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:U/RC:R,6.8,5.87,0.91,6,6,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:L/E:U/RL:O/RC:C,6.4,5.45,0.91,5.6,5.6,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N/E:U/RL:O/RC:C,6.1,5.18,0.91,5.3,5.3,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N/E:U/RL:U/RC:R,6.1,5.18,0.91,5.4,5.4,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:H,6.4,5.45,0.91,6.4,6.4,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:N,5.2,4.22,0.91,5.2,5.2,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,4.6,3.6,0.91,4.6,4.6,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,4.6,3.6,0.91,4,4,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:U/RC:R,4.6,3.6,0.91,4.1,4.1,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:L,5.7,4.7,0.91,5.7,5.7,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,4.3,3.37,0.91,4.3,4.3,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L/E:U/RL:O/RC:C,4.3,3.37,0.91,3.8,3.8,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L/E:U/RL:O/RC:R,4.3,3.37,0.91,3.6,3.6,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L/E:U/RL:U/RC:R,4.3,3.37,0.91,3.8,3.8,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N/E:U/RL:O/RC:C,3.5,2.51,0.91,3.1,3.1,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N/E:U/RL:U/RC:R,3.5,2.51,0.91,3.1,3.1,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:L,3.5,2.51,0.91,3.5,3.5,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,2.4,1.41,0.91,2.4,2.4,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N/E:U/RL:O/RC:C,2.4,1.41,0.91,2.1,2.1,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N/E:U/RL:U/RC:R,2.4,1.41,0.91,2.1,2.1,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H/E:U/RL:O/RC:C,6.1,5.18,0.91,5.3,5.3,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N/E:U/RL:O/RC:C,4.6,3.6,0.91,4,4,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N/E:U/RL:U/RC:R,4.6,3.6,0.91,4.1,4.1,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:H,5.2,4.22,0.91,5.2,5.2,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N/E:U/RL:O/RC:C,2.4,1.41,0.91,2.1,2.1,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N/E:U/RL:U/RC:R,2.4,1.41,0.91,2.1,2.1,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,4.6,3.6,0.91,4,4,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L/E:U/RL:O/RC:C,2.4,1.41,0.91,2.1,2.1,Low
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,7.3,6.05,0.67,7.3,7.3,High
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:N,7,5.76,0.67,7,7,High
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L,4.8,3.73,0.67,4.8,4.8,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,5.9,5.18,0.67,5.9,5.9,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:N/E:U/RL:O/RC:C,4.9,4.22,0.67,4.3,4.3,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:H,5.9,5.18,0.67,5.9,5.9,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,4.3,3.6,0.67,4.3,4.3,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,4.3,3.6,0.67,3.8,3.8,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:L,4.1,3.37,0.67,4.1,4.1,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:H/E:U/RL:O/RC:C,5.9,5.18,0.67,5.2,5.2,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N/E:U/RL:O/RC:C,4.3,3.6,0.67,3.8,3.8,Medium
3.0,CVSS:3.0/AV:P/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,2.1,1.41,0.67,2.1,2.1,Low
3.0,CVSS:3.0/AV:P/C:H/S:U/A:N/AC:L/I:N/PR:N/UI:N/RL:O/E:U/RC:C,4.6,3.6,0.91,4,4,Medium
3.0,CVSS:3.0/AV:P/C:L/I:L/S:U/AC:L/A:L/UI:N/PR:N/RL:O/RC:C/E:U,4.3,3.37,0.91,3.8,3.8,Medium
3.0,CVSS:3.0/AV:P/PR:N/UI:N/I:N/AC:L/A:N/C:H/S:U/E:U/RC:C/RL:O,4.6,3.6,0.91,4,4,Medium
3.0,CVSS:3.0/AV:P/UI:N/A:H/C:H/S:U/AC:L/I:H/PR:N/RC:C/E:U/RL:O,6.8,5.87,0.91,5.9,5.9,Medium
3.0,CVSS:3.0/C:H/A:H/AV:L/S:U/I:H/AC:L/UI:N/PR:H/RC:C/E:U/RL:O,6.7,5.87,0.8,5.8,5.8,Medium
3.0,CVSS:3.0/C:H/A:H/AV:N/PR:L/S:U/I:H/AC:H/UI:N/RC:C/E:U/RL:O,7.5,5.87,1.62,6.5,6.5,High
3.0,CVSS:3.0/C:H/A:H/I:H/AV:L/UI:N/AC:L/S:U/PR:N/E:U/RC:C/RL:O,8.4,5.87,2.52,7.3,7.3,High
3.0,CVSS:3.0/C:H/A:H/S:U/AC:H/PR:N/I:H/UI:N/AV:L/RL:O/RC:C/E:U,7.4,5.87,1.44,6.4,6.4,High
3.0,CVSS:3.0/C:H/A:H/S:U/UI:R/I:H/AC:L/PR:N/AV:N/RC:C/E:U/RL:O,8.8,5.87,2.84,7.7,7.7,High
3.0,CVSS:3.0/C:H/A:H/UI:R/PR:N/AV:L/I:H/S:U/AC:H/RL:O/RC:C/E:U,7,5.87,1.05,6.1,6.1,High
3.0,CVSS:3.0/C:H/A:L/PR:L/S:U/I:N/AC:L/AV:N/UI:N/RC:C/RL:O/E:U,7.1,4.22,2.84,6.2,6.2,High
3.0,CVSS:3.0/C:H/A:L/S:U/UI:N/PR:N/AV:N/AC:L/I:N/E:U/RC:C/RL:O,8.2,4.22,3.89,7.1,7.1,High
3.0,CVSS:3.0/C:H/A:N/AC:H/UI:N/I:N/S:U/PR:N/AV:A/E:U/RC:C/RL:O,5.3,3.6,1.62,4.6,4.6,Medium
3.0,CVSS:3.0/C:H/A:N/AC:L/AV:L/UI:N/S:U/I:N/PR:H/E:U/RL:O/RC:C,4.4,3.6,0.8,3.9,3.9,Medium
3.0,CVSS:3.0/C:H/AC:H/A:H/S:U/PR:N/AV:L/UI:R/I:H/RC:C/E:U/RL:O,7,5.87,1.05,6.1,6.1,High
3.0,CVSS:3.0/C:H/AC:H/A:N/S:U/I:N/AV:P/PR:N/UI:N/RL:O/RC:C/E:U,4.2,3.6,0.52,3.7,3.7,Medium
3.0,CVSS:3.0/C:H/AC:H/AV:N/A:N/I:N/UI:N/PR:N/S:U/E:U/RL:O/RC:C,5.9,3.6,2.22,5.2,5.2,Medium
3.0,CVSS:3.0/C:H/AC:H/AV:N/I:N/PR:N/S:U/A:N/UI:N/RL:O/RC:C/E:U,5.9,3.6,2.22,5.2,5.2,Medium
3.0,CVSS:3.0/C:H/AC:H/I:N/PR:N/A:N/AV:L/UI:N/S:U/RC:C/RL:O/E:U,5.1,3.6,1.44,4.5,4.5,Medium
3.0,CVSS:3.0/C:H/AC:H/PR:N/A:H/AV:L/I:H/UI:N/S:U/E:U/RC:C/RL:O,7.4,5.87,1.44,6.4,6.4,High
3.0,CVSS:3.0/C:H/AC:H/S:U/I:N/AV:N/UI:N/PR:N/A:N/RC:C/E:U/RL:O,5.9,3.6,2.22,5.2,5.2,Medium
3.0,CVSS:3.0/C:H/AC:L/AV:L/PR:N/UI:R/A:H/I:H/S:U/E:U/RL:O/RC:C,7.8,5.87,1.83,6.8,6.8,High
3.0,CVSS:3.0/C:H/AC:L/AV:N/S:U/PR:N/A:N/UI:R/I:L/RL:O/E:U/RC:C,7.1,4.22,2.84,6.2,6.2,High
3.0,CVSS:3.0/C:H/AC:L/I:H/A:H/PR:N/AV:L/S:U/UI:N/RC:C/RL:O/E:U,8.4,5.87,2.52,7.3,7.3,High
3.0,CVSS:3.0/C:H/AC:L/I:H/A:H/PR:N/AV:L/S:U/UI:N/RC:R/E:U/RL:U,8.4,5.87,2.52,7.4,7.4,High
3.0,CVSS:3.0/C:H/AC:L/PR:N/AV:N/I:N/S:U/UI:N/A:L/RC:C/E:U/RL:O,8.2,4.22,3.89,7.1,7.1,High
3.0,CVSS:3.0/C:H/AV:A/S:U/AC:L/PR:L/UI:N/I:H/A:H/RC:C/RL:O/E:U,8,5.87,2.07,7,7,High
3.0,CVSS:3.0/C:H/AV:L/A:N/UI:N/AC:L/I:N/PR:N/S:U/RL:O/E:U/RC:C,6.2,3.6,2.52,5.4,5.4,Medium
3.0,CVSS:3.0/C:H/AV:L/AC:L/I:N/S:U/A:N/UI:N/PR:H/RL:O/E:U/RC:C,4.4,3.6,0.8,3.9,3.9,Medium
3.0,CVSS:3.0/C:H/AV:L/AC:L/I:N/S:U/A:N/UI:N/PR:N/RC:C/E:U/RL:O,6.2,3.6,2.52,5.4,5.4,Medium
3.0,CVSS:3.0/C:H/AV:L/I:H/PR:N/S:U/UI:R/A:H/AC:L/E:U/RL:O/RC:C,7.8,5.87,1.83,6.8,6.8,High
3.0,CVSS:3.0/C:H/AV:L/S:U/A:N/AC:L/I:N/UI:N/PR:N/RC:C/E:U/RL:O,6.2,3.6,2.52,5.4,5.4,Medium
3.0,CVSS:3.0/C:H/AV:L/S:U/PR:N/A:H/AC:L/I:H/UI:N/RC:C/E:U/RL:O,8.4,5.87,2.52,7.3,7.3,High
3.0,CVSS:3.0/C:H/AV:N/AC:H/I:N/PR:N/S:C/UI:N/A:N/RC:C/E:U/RL:O,6.8,3.99,2.22,5.9,5.9,Medium
3.0,CVSS:3.0/C:H/AV:N/AC:H/UI:N/S:U/I:N/A:N/PR:N/RC:C/E:U/RL:O,5.9,3.6,2.22,5.2,5.2,Medium
3.0,CVSS:3.0/C:H/AV:N/AC:L/S:U/A:N/UI:N/I:N/PR:N/RL:O/E:U/RC:C,7.5,3.6,3.89,6.5,6.5,High
3.0,CVSS:3.0/C:H/AV:N/I:H/UI:N/S:U/PR:N/A:H/AC:H/RL:O/RC:C/E:U,8.1,5.87,2.22,7.1,7.1,High
3.0,CVSS:3.0/C:H/AV:N/I:N/AC:L/A:L/UI:N/S:U/PR:L/E:U/RC:C/RL:O,7.1,4.22,2.84,6.2,6.2,High
3.0,CVSS:3.0/C:H/AV:N/PR:L/UI:N/I:H/S:U/AC:H/A:N/RL:O/E:U/RC:C,6.8,5.18,1.62,5.9,5.9,Medium
